time_s,K_filt
0.0,0.042218
0.041,0.101694
0.081,0.164995
0.121,0.183182
0.161,0.1784
0.201,0.163251
0.241,0.144489
0.281,0.125321
0.321,0.107041
0.361,0.090413
0.401,0.075753
0.441,0.063271
0.481,0.052743
0.521,0.043768
0.561,0.036055
0.601,0.029395
0.641,0.023711
0.681,0.018857
0.721,0.014731
0.761,0.011405
0.801,0.00877
0.841,0.00684
0.881,0.005316
0.921,0.004188
0.961,0.003158
1.001,0.002313
1.041,0.001484
1.081,0.000796
1.121,7e-05
1.161,-0.000439
1.201,-0.000861
1.241,-0.001166
1.281,-0.001472
1.321,-0.001721
1.361,-0.001851
1.401,-0.001935
1.441,-0.002014
1.481,-0.0021
1.521,-0.002096
1.561,-0.001929
1.601,-0.001572
1.641,-0.001294
1.681,-0.001243
1.721,-0.001415
1.761,-0.001708
1.801,-0.00199
1.841,-0.00218
1.881,-0.002148
1.921,-0.002043
1.961,-0.001983
2.001,-0.002041
2.041,-0.001999
2.081,-0.001966
2.121,-0.00208
2.161,-0.002283
2.201,-0.002459
2.241,-0.002333
2.281,-0.002084
2.321,-0.001731
2.361,-0.001375
2.401,-0.001098
2.441,-0.000932
2.481,-0.000888
2.521,-0.001008
2.561,-0.001057
2.601,-0.001155
2.641,-0.001261
2.681,-0.001422
2.721,-0.001612
2.761,-0.001546
2.801,-0.001302
2.841,-0.00095
2.881,-0.000736
2.921,-0.000774
2.961,-0.000797
3.001,-0.000966
3.041,-0.001103
3.081,-0.001328
3.121,-0.001273
3.161,-0.001174
3.201,-0.001034
3.241,-0.000969
3.281,-0.000909
3.321,-0.000856
3.361,-0.00085
3.401,-0.000867
3.441,-0.000924
3.481,-0.001141
3.521,-0.001247
3.561,-0.001223
3.601,-0.001093
3.641,-0.001087
3.681,-0.00116
3.721,-0.000973
3.761,-0.000738
3.801,-0.000503
3.841,-0.000383
3.881,-0.000232
3.921,-0.000148
3.961,-0.000196
4.001,-0.00042
4.041,-0.000769
4.081,-0.00125
4.121,-0.001657
4.161,-0.001855
4.201,-0.001776
4.241,-0.001542
4.281,-0.001262
4.321,-0.00121
4.361,-0.001374
4.401,-0.001512
4.441,-0.001469
4.481,-0.001349
4.521,-0.001361
4.561,-0.00141
4.601,-0.001394
4.641,-0.001281
4.681,-0.001267
4.721,-0.00127
4.761,-0.00134
4.801,-0.001234
4.841,-0.001069
4.881,-0.001029
4.921,-0.001209
4.961,-0.001403
5.001,-0.001449
5.041,-0.001342
5.081,-0.001359
5.121,-0.001464
5.161,-0.0014
5.201,-0.001199
5.241,-0.000893
5.281,-0.000691
5.321,-0.000491
5.361,-0.000308
5.401,-0.000335
5.441,-0.00038
5.481,-0.000451
5.521,-0.000356
5.561,-0.000311
5.601,-0.000437
5.641,-0.00066
5.681,-0.000924
5.721,-0.000972
5.761,-0.001055
5.801,-0.00106
5.841,-0.001029
5.881,-0.000861
5.921,-0.000651
5.961,-0.000373
6.001,-0.000134
6.041,-3e-06
6.081,7e-05
6.121,0.000347
6.161,0.000873
6.201,0.001561
6.241,0.001934
6.281,0.001984
6.321,0.001546
6.361,0.000949
6.401,0.000188
6.441,-0.000478
6.481,-0.001096
6.521,-0.00146
6.561,-0.001649
6.601,-0.001295
6.641,-0.000511
6.681,0.000274
6.721,0.000633
6.761,0.000787
6.801,0.001004
6.841,0.001311
6.881,0.001343
6.921,0.00117
6.961,0.000794
7.001,0.000502
7.041,0.000218
7.081,7.8e-05
7.121,-0.000279
7.161,-0.000691
7.201,-0.000975
7.241,-0.000774
7.281,-0.000242
7.321,0.000176
7.361,0.000399
7.401,0.00055
7.441,0.000743
7.481,0.000919
7.521,0.001088
7.561,0.00143
7.601,0.001577
7.641,0.001335
7.681,0.000654
7.721,-0.000128
7.761,-0.00062
7.801,-0.000843
7.841,-0.000883
7.881,-0.000881
7.921,-0.000698
7.961,-0.000214
8.001,0.000723
8.041,0.001962
8.081,0.003475
8.121,0.004678
8.161,0.005281
8.201,0.004938
8.241,0.004334
8.281,0.003668
8.321,0.003142
8.361,0.00246
8.401,0.001991
8.441,0.001988
8.481,0.002326
8.521,0.002489
8.561,0.002218
8.601,0.001739
8.641,0.001483
8.681,0.001384
8.721,0.001353
8.761,0.001335
8.801,0.001533
8.841,0.0017
8.881,0.001792
8.921,0.001655
8.961,0.001821
9.001,0.001942
9.041,0.001947
9.081,0.001416
9.121,0.000805
9.161,0.00033
9.201,3.5e-05
9.241,-0.000442
9.281,-0.000692
9.321,-0.000613
9.361,0.00022
9.401,0.001333
9.441,0.002708
9.481,0.003948
9.521,0.004928
9.561,0.00523
9.601,0.004743
9.641,0.003383
9.681,0.001966
9.721,0.001039
9.761,0.000624
9.801,0.000248
9.841,-0.000389
9.881,-0.000952
9.921,-0.001217
9.961,-0.001433
10.001,-0.001793
10.041,-0.002383
10.081,-0.002673
10.121,-0.002557
10.161,-0.002358
10.201,-0.002252
10.241,-0.002163
10.281,-0.001862
10.321,-0.00159
10.361,-0.001495
10.401,-0.00151
10.441,-0.001637
10.481,-0.00155
10.521,-0.001397
10.561,-0.001254
10.601,-0.001286
10.641,-0.001437
10.681,-0.001469
10.721,-0.0016
10.761,-0.001836
10.801,-0.002085
10.841,-0.002059
10.881,-0.001485
10.921,-0.000657
10.961,-9.4e-05
11.001,0.000257
11.041,0.000518
11.081,0.000884
11.121,0.000982
11.161,0.000869
11.201,0.000792
11.241,0.000904
11.281,0.001095
11.321,0.000931
11.361,0.000384
11.401,7.9e-05
11.441,3.2e-05
11.481,-5.8e-05
11.521,-0.000686
11.561,-0.001316
11.601,-0.001664
11.641,-0.001751
11.681,-0.001899
11.721,-0.00202
11.761,-0.002098
11.801,-0.001911
11.841,-0.001538
11.881,-0.001182
11.921,-0.001002
11.961,-0.00112
12.001,-0.001289
12.041,-0.001353
12.081,-0.001332
12.121,-0.001274
12.161,-0.001316
12.201,-0.001354
12.241,-0.00163
12.281,-0.00225
12.321,-0.002836
12.361,-0.003257
12.401,-0.003314
12.441,-0.003167
12.481,-0.002798
12.521,-0.002226
12.561,-0.001753
12.601,-0.001553
12.641,-0.001834
12.681,-0.002324
12.721,-0.00259
12.761,-0.002339
12.801,-0.0021
12.841,-0.001873
12.881,-0.001721
12.921,-0.001521
12.961,-0.001728
13.001,-0.002093
13.041,-0.002256
13.081,-0.001847
13.121,-0.001338
13.161,-0.000825
13.201,-0.000433
13.241,5.3e-05
13.281,0.00051
13.321,0.000928
13.361,0.001279
13.401,0.001549
13.441,0.001661
13.481,0.00139
13.521,0.00079
13.561,0.000231
13.601,-8.9e-05
13.641,-0.00017
13.681,-0.000162
13.721,-0.000108
13.761,0.000195
13.801,0.000774
13.841,0.001704
13.881,0.00266
13.921,0.003521
13.961,0.003955
14.001,0.00407
14.041,0.004005
14.081,0.003862
14.121,0.003368
14.161,0.002603
14.201,0.002237
14.241,0.002331
14.281,0.002614
14.321,0.002564
14.361,0.002333
14.401,0.002319
14.441,0.002654
14.481,0.0033
14.521,0.003682
14.561,0.003248
14.601,0.002018
14.641,0.000628
14.681,-0.00031
14.721,-0.000575
14.761,-0.000922
14.801,-0.0013
14.841,-0.001736
14.881,-0.001678
14.921,-0.001505
14.961,-0.001444
15.001,-0.001516
15.041,-0.001338
15.081,-0.000971
15.121,-0.000516
15.161,-0.000174
15.201,0.000181
15.241,0.000445
15.281,0.000659
15.321,0.000637
15.361,0.000427
15.401,1.2e-05
15.441,-0.000106
15.481,-4e-06
15.521,0.000219
15.561,0.00029
15.601,0.000287
15.641,0.00032
15.681,0.000239
15.721,0.000134
15.761,8e-05
15.801,0.000435
15.841,0.000865
15.881,0.001297
15.921,0.00171
15.961,0.002215
16.001,0.002498
16.041,0.002466
16.081,0.002395
16.121,0.002615
16.161,0.0028
16.201,0.002772
16.241,0.002428
16.281,0.002091
16.321,0.001686
16.361,0.001357
16.401,0.001373
16.441,0.001719
16.481,0.002402
16.521,0.002908
16.561,0.003188
16.601,0.003322
16.641,0.003637
16.681,0.004081
16.721,0.00418
16.761,0.003774
16.801,0.003144
16.841,0.002647
16.881,0.002402
16.921,0.002378
16.961,0.002448
17.001,0.002307
17.041,0.001947
17.081,0.001412
17.121,0.000854
17.161,0.000232
17.201,-0.000513
17.241,-0.001214
17.281,-0.001488
17.321,-0.00098
17.361,8.6e-05
17.401,0.001222
17.441,0.002
17.481,0.002205
17.521,0.001974
17.561,0.001642
17.601,0.001142
17.641,0.000569
17.681,-0.000198
17.721,-0.00084
17.761,-0.001446
17.801,-0.001718
17.841,-0.001432
17.881,-0.000346
17.921,0.001043
17.961,0.002443
18.001,0.003628
18.041,0.004363
18.081,0.004428
18.121,0.003476
18.161,0.001784
18.201,-0.000158
18.241,-0.001821
18.281,-0.003138
18.321,-0.003799
18.361,-0.003837
18.401,-0.003302
18.441,-0.003048
18.481,-0.003213
18.521,-0.003501
18.561,-0.003584
18.601,-0.003561
18.641,-0.003425
18.681,-0.003122
18.721,-0.002602
18.761,-0.001862
18.801,-0.000814
18.841,0.000385
18.881,0.001459
18.921,0.002176
18.961,0.002349
19.001,0.002079
19.041,0.001479
19.081,0.000658
19.121,-0.000311
19.161,-0.001552
19.201,-0.002631
19.241,-0.003269
19.281,-0.003236
19.321,-0.00306
19.361,-0.003089
19.401,-0.003025
19.441,-0.002538
19.481,-0.001815
19.521,-0.001231
19.561,-0.000728
19.601,7.1e-05
19.641,0.000949
19.681,0.001717
19.721,0.002049
19.761,0.002303
19.801,0.002505
19.841,0.002554
19.881,0.002393
19.921,0.001877
19.961,0.001069
20.001,7.9e-05
20.041,-0.000827
20.081,-0.001239
20.121,-0.001215
20.161,-0.000944
20.201,-0.000616
20.241,-0.000309
20.281,0.000241
20.321,0.00133
20.361,0.002578
20.401,0.003206
20.441,0.0027
20.481,0.001482
20.521,0.000243
