time_s,K_filt
0.0,0.007774
0.041,0.018874
0.081,0.030845
0.121,0.034695
0.161,0.034252
0.201,0.031747
0.241,0.028367
0.281,0.02481
0.321,0.021407
0.361,0.018279
0.401,0.015445
0.441,0.012965
0.481,0.01081
0.521,0.009037
0.561,0.007622
0.601,0.006584
0.641,0.005752
0.681,0.005032
0.721,0.004302
0.761,0.003505
0.801,0.00265
0.841,0.001884
0.881,0.001323
0.921,0.000934
0.961,0.000632
1.001,0.000435
1.041,0.000274
1.081,0.000204
1.121,0.000197
1.161,0.0003
1.201,0.000406
1.241,0.000458
1.281,0.000418
1.321,0.000347
1.361,0.000254
1.401,0.000206
1.441,0.000115
1.481,3.2e-05
1.521,-2.6e-05
1.561,9e-06
1.601,0.000101
1.641,0.000231
1.681,0.000376
1.721,0.000536
1.761,0.000664
1.801,0.000696
1.841,0.000624
1.881,0.000499
1.921,0.000366
1.961,0.000247
2.001,0.00012
2.041,3e-06
2.081,-0.000114
2.121,-0.000183
2.161,-0.000134
2.201,3.5e-05
2.241,0.00023
2.281,0.000333
2.321,0.000342
2.361,0.000273
2.401,0.000206
2.441,0.000112
2.481,1.9e-05
2.521,-5.1e-05
2.561,-8.7e-05
2.601,-0.000107
2.641,-0.000134
2.681,-0.000112
2.721,-0.0
2.761,0.000168
2.801,0.000324
2.841,0.000397
2.881,0.000353
2.921,0.000252
2.961,0.000117
3.001,2.4e-05
3.041,-8.3e-05
3.081,-0.000143
3.121,-0.000154
3.161,-4e-05
3.201,0.00018
3.241,0.00045
3.281,0.000669
3.321,0.000739
3.361,0.000676
3.401,0.000582
3.441,0.00052
3.481,0.000473
3.521,0.000389
3.561,0.000267
3.601,0.00021
3.641,0.00022
3.681,0.000338
3.721,0.000519
3.761,0.00066
3.801,0.000714
3.841,0.000669
3.881,0.000607
3.921,0.000559
3.961,0.000479
4.001,0.000445
4.041,0.000427
4.081,0.000443
4.121,0.000434
4.161,0.000484
4.201,0.000574
4.241,0.000744
4.281,0.0009
4.321,0.001012
4.361,0.000989
4.401,0.00085
4.441,0.000695
4.481,0.000567
4.521,0.000459
4.561,0.000326
4.601,0.000199
4.641,0.000112
4.681,0.000108
4.721,0.000178
4.761,0.00026
4.801,0.000296
4.841,0.000217
4.881,3.6e-05
4.921,-0.000181
4.961,-0.000333
5.001,-0.000381
5.041,-0.000407
5.081,-0.000454
5.121,-0.000509
5.161,-0.000511
5.201,-0.000431
5.241,-0.000309
5.281,-0.000157
5.321,-5.3e-05
5.361,-1.5e-05
5.401,-5.2e-05
5.441,-0.000136
5.481,-0.000193
5.521,-0.00026
5.561,-0.000319
5.601,-0.00038
5.641,-0.000426
5.681,-0.000437
5.721,-0.00045
5.761,-0.000383
5.801,-0.000273
5.841,-0.000112
5.881,-8e-06
5.921,1.8e-05
5.961,-5e-05
6.001,-0.000163
6.041,-0.000266
6.081,-0.000351
6.121,-0.000408
6.161,-0.000475
6.201,-0.00051
6.241,-0.000546
6.281,-0.000544
6.321,-0.000502
6.361,-0.00042
6.401,-0.000305
6.441,-0.000247
6.481,-0.000227
6.521,-0.00028
6.561,-0.000355
6.601,-0.000421
6.641,-0.00042
6.681,-0.00041
6.721,-0.00042
6.761,-0.00047
6.801,-0.000505
6.841,-0.000477
6.881,-0.000422
6.921,-0.000336
6.961,-0.000219
7.001,-8.6e-05
7.041,-0.0
7.081,-1.2e-05
7.121,-6.5e-05
7.161,-0.000124
7.201,-0.000151
7.241,-0.00016
7.281,-0.000156
7.321,-0.000202
7.361,-0.000243
7.401,-0.000221
7.441,-0.000155
7.481,-0.000117
7.521,-6e-05
7.561,5e-06
7.601,7e-05
7.641,5.6e-05
7.681,-1e-06
7.721,-8e-05
7.761,-0.000148
7.801,-0.000181
7.841,-0.000194
7.881,-0.00022
7.921,-0.000214
7.961,-0.00018
8.001,-0.000133
8.041,-7.6e-05
8.081,3.6e-05
8.121,0.000141
8.161,0.000171
8.201,0.000155
8.241,0.000112
8.281,7.8e-05
8.321,4.8e-05
8.361,3.6e-05
8.401,6.5e-05
8.441,9.3e-05
8.481,0.000167
8.521,0.000232
8.561,0.000278
8.601,0.000362
8.641,0.00047
8.681,0.000543
8.721,0.000536
8.761,0.000455
8.801,0.000365
8.841,0.000322
8.881,0.00029
8.921,0.000242
8.961,0.000166
9.001,0.000143
9.041,0.000202
9.081,0.000257
9.121,0.000372
9.161,0.000474
9.201,0.00054
9.241,0.000514
9.281,0.000449
9.321,0.000369
9.361,0.000301
9.401,0.000238
9.441,0.000212
9.481,0.000166
9.521,0.000177
9.561,0.000188
9.601,0.000229
9.641,0.000293
9.681,0.000382
9.721,0.00044
9.761,0.000387
9.801,0.00027
9.841,0.00016
9.881,0.000117
9.921,0.000102
9.961,9.4e-05
10.001,7e-05
10.041,0.00011
10.081,0.00016
10.121,0.000231
10.161,0.000281
10.201,0.00035
10.241,0.000381
10.281,0.00029
10.321,0.00016
10.361,4.3e-05
10.401,2.8e-05
10.441,2.8e-05
10.481,6e-06
10.521,-2.4e-05
10.561,-3.7e-05
10.601,6e-06
10.641,8.4e-05
10.681,0.000189
10.721,0.000306
10.761,0.000426
10.801,0.000509
10.841,0.000505
10.881,0.000453
10.921,0.000425
10.961,0.000451
11.001,0.000417
11.041,0.00029
11.081,0.000145
11.121,9.6e-05
11.161,0.00015
11.201,0.000268
11.241,0.000364
11.281,0.000389
11.321,0.000322
11.361,0.000184
11.401,2.8e-05
11.441,-9.5e-05
11.481,-0.000108
11.521,-9.3e-05
11.561,-0.000113
11.601,-0.000224
11.641,-0.000261
11.681,-0.000248
11.721,-0.000147
11.761,-6.7e-05
11.801,5e-06
11.841,-7e-06
11.881,-6.6e-05
11.921,-0.000172
11.961,-0.000283
12.001,-0.000357
12.041,-0.000405
12.081,-0.000426
12.121,-0.000531
12.161,-0.000628
12.201,-0.000634
12.241,-0.000528
12.281,-0.00038
12.321,-0.000277
12.361,-0.000218
12.401,-0.000193
12.441,-0.000254
12.481,-0.000359
12.521,-0.00048
12.561,-0.000515
12.601,-0.000472
12.641,-0.000423
12.681,-0.000407
12.721,-0.000369
12.761,-0.00028
12.801,-0.000187
12.841,-0.00011
12.881,-9.6e-05
12.921,-9.1e-05
12.961,-0.000134
13.001,-0.000176
13.041,-0.000208
13.081,-0.000211
13.121,-0.000185
13.161,-0.000218
13.201,-0.000285
13.241,-0.000317
13.281,-0.000259
13.321,-0.000144
13.361,6e-06
13.401,0.000226
13.441,0.000444
13.481,0.000567
13.521,0.000533
13.561,0.000405
13.601,0.000287
13.641,0.000235
13.681,0.000217
13.721,0.000209
13.761,0.000225
13.801,0.000246
13.841,0.000228
13.881,0.000242
13.921,0.000341
13.961,0.000489
14.001,0.000529
14.041,0.000477
14.081,0.000381
14.121,0.000283
14.161,0.000243
14.201,0.000239
14.241,0.000278
14.281,0.00035
14.321,0.00051
14.361,0.000675
14.401,0.000806
14.441,0.000902
14.481,0.000939
14.521,0.000878
14.561,0.000743
14.601,0.000584
14.641,0.000461
14.681,0.000371
14.721,0.000345
14.761,0.000288
14.801,0.000301
14.841,0.000376
14.881,0.000528
14.921,0.000654
14.961,0.000817
15.001,0.000937
15.041,0.00098
15.081,0.000888
15.121,0.000754
15.161,0.000641
15.201,0.000563
15.241,0.000477
15.281,0.000355
15.321,0.000263
15.361,0.000255
15.401,0.000311
15.441,0.000386
15.481,0.000493
15.521,0.000578
15.561,0.000641
15.601,0.000601
15.641,0.000573
15.681,0.000543
15.721,0.000527
15.761,0.000457
15.801,0.000351
15.841,0.000335
15.881,0.000385
15.921,0.000398
15.961,0.000282
16.001,0.000154
16.041,7.8e-05
16.081,0.000107
16.121,7.9e-05
16.161,1e-05
16.201,-0.000127
16.241,-0.000238
16.281,-0.000352
16.321,-0.000457
16.361,-0.000591
16.401,-0.000646
16.441,-0.000666
16.481,-0.00062
16.521,-0.000521
16.561,-0.000444
16.601,-0.000387
16.641,-0.000433
16.681,-0.000483
16.721,-0.000576
16.761,-0.000631
16.801,-0.000703
16.841,-0.000779
16.881,-0.000901
16.921,-0.000996
16.961,-0.001
17.001,-0.000857
17.041,-0.000642
17.081,-0.000406
17.121,-0.000255
17.161,-0.000141
17.201,-5.9e-05
17.241,-4e-06
17.281,6e-06
17.321,1.9e-05
17.361,4.7e-05
17.401,6.9e-05
17.441,2.9e-05
17.481,-4.4e-05
17.521,-8.4e-05
17.561,-7.8e-05
17.601,-1.6e-05
17.641,3.4e-05
17.681,3.8e-05
17.721,5e-06
17.761,-1.5e-05
17.801,-2.7e-05
17.841,-8e-05
17.881,-0.000173
