time_s,K_filt
0.0,0.011801
0.041,0.028532
0.081,0.046451
0.121,0.051959
0.161,0.051095
0.201,0.047242
0.241,0.042158
0.281,0.036747
0.321,0.031541
0.361,0.026778
0.401,0.022577
0.441,0.018941
0.481,0.015804
0.521,0.013137
0.561,0.010903
0.601,0.009055
0.641,0.00751
0.681,0.00623
0.721,0.005182
0.761,0.004365
0.801,0.00377
0.841,0.003404
0.881,0.003154
0.921,0.002901
0.961,0.002556
1.001,0.002155
1.041,0.001764
1.081,0.001415
1.121,0.001198
1.161,0.001082
1.201,0.001003
1.241,0.000893
1.281,0.000778
1.321,0.00074
1.361,0.000755
1.401,0.000835
1.441,0.000915
1.481,0.001006
1.521,0.001118
1.561,0.001308
1.601,0.001446
1.641,0.001484
1.681,0.001424
1.721,0.001369
1.761,0.001279
1.801,0.001075
1.841,0.000838
1.881,0.000634
1.921,0.000476
1.961,0.000364
2.001,0.000283
2.041,0.000204
2.081,8.3e-05
2.121,-8.7e-05
2.161,-0.000253
2.201,-0.000393
2.241,-0.000544
2.281,-0.000551
2.321,-0.000481
2.361,-0.000296
2.401,-7e-05
2.441,0.000252
2.481,0.000594
2.521,0.000844
2.561,0.000954
2.601,0.000919
2.641,0.000822
2.681,0.000666
2.721,0.000492
2.761,0.000254
2.801,-3e-05
2.841,-0.000292
2.881,-0.000541
2.921,-0.000733
2.961,-0.00084
3.001,-0.00088
3.041,-0.000887
3.081,-0.000892
3.121,-0.00084
3.161,-0.000731
3.201,-0.000545
3.241,-0.000374
3.281,-0.000241
3.321,-0.000179
3.361,-7.9e-05
3.401,4.8e-05
3.441,0.00023
3.481,0.00043
3.521,0.000611
3.561,0.000706
3.601,0.000853
3.641,0.001242
3.681,0.001861
3.721,0.002502
3.761,0.003096
3.801,0.003447
3.841,0.003536
3.881,0.003371
3.921,0.003163
3.961,0.00295
4.001,0.002704
4.041,0.002489
4.081,0.002226
4.121,0.00181
4.161,0.001237
4.201,0.000683
4.241,0.000256
4.281,-6.3e-05
4.321,-0.000429
4.361,-0.000804
4.401,-0.001266
4.441,-0.001665
4.481,-0.001981
4.521,-0.002109
4.561,-0.002062
4.601,-0.001958
4.641,-0.001818
4.681,-0.001634
4.721,-0.001358
4.761,-0.000991
4.801,-0.000575
4.841,-0.000185
4.881,6.3e-05
4.921,0.00018
4.961,0.00019
5.001,0.000166
5.041,9.6e-05
5.081,1.5e-05
5.121,-6.5e-05
5.161,-0.000146
5.201,-0.000245
5.241,-0.000307
5.281,-0.000354
5.321,-0.000357
5.361,-0.000421
5.401,-0.000535
5.441,-0.000657
5.481,-0.0007
5.521,-0.000616
5.561,-0.000438
5.601,-0.000109
5.641,0.00032
5.681,0.000642
5.721,0.000781
5.761,0.000703
5.801,0.000615
5.841,0.000484
5.881,0.000371
5.921,0.00024
5.961,0.000114
6.001,-3.3e-05
6.041,-0.000127
6.081,-0.000184
6.121,-0.000238
6.161,-0.000334
6.201,-0.00042
6.241,-0.000507
6.281,-0.000571
6.321,-0.000618
6.361,-0.000611
6.401,-0.000505
6.441,-0.000248
6.481,0.000101
6.521,0.000372
6.561,0.000479
6.601,0.000545
6.641,0.00062
6.681,0.000647
6.721,0.00058
6.761,0.000412
6.801,0.000232
6.841,-1.1e-05
6.881,-0.000224
6.921,-0.000405
6.961,-0.00052
7.001,-0.000568
7.041,-0.000569
7.081,-0.000557
7.121,-0.000598
7.161,-0.000664
7.201,-0.000686
7.241,-0.000598
7.281,-0.000385
7.321,-4.6e-05
7.361,0.000266
7.401,0.000468
7.441,0.000476
7.481,0.000405
7.521,0.000309
7.561,0.000244
7.601,0.000238
7.641,0.000207
7.681,0.000165
7.721,8.8e-05
7.761,-1e-05
7.801,-0.000133
7.841,-0.000253
7.881,-0.000334
7.921,-0.000414
7.961,-0.000517
8.001,-0.000627
8.041,-0.000716
8.081,-0.000774
8.121,-0.000714
8.161,-0.000506
8.201,-0.00012
8.241,0.000249
8.281,0.000533
8.321,0.000629
8.361,0.000678
8.401,0.000655
8.441,0.000445
8.481,2e-06
8.521,-0.000533
8.561,-0.000919
8.601,-0.001189
8.641,-0.001387
8.681,-0.001479
8.721,-0.001434
8.761,-0.001289
8.801,-0.001168
8.841,-0.001061
8.881,-0.000992
8.921,-0.000941
8.961,-0.000802
9.001,-0.000537
9.041,-0.00018
9.081,0.000105
9.121,0.000242
9.161,0.000202
9.201,0.0001
9.241,-1.4e-05
9.281,-7.1e-05
9.321,-7.5e-05
9.361,2.6e-05
9.401,0.000262
9.441,0.000517
9.481,0.000732
9.521,0.000789
9.561,0.000722
9.601,0.000623
9.641,0.00052
9.681,0.000439
9.721,0.000403
9.761,0.000486
9.801,0.000623
9.841,0.000824
9.881,0.000997
9.921,0.001094
9.961,0.001003
10.001,0.00078
10.041,0.000527
10.081,0.00034
10.121,0.000176
10.161,8.2e-05
10.201,-2.8e-05
10.241,-0.000138
10.281,-0.000263
10.321,-0.000427
10.361,-0.000581
10.401,-0.00071
10.441,-0.000723
10.481,-0.000666
10.521,-0.00058
10.561,-0.000518
10.601,-0.000458
10.641,-0.000441
10.681,-0.000474
10.721,-0.000541
10.761,-0.000613
10.801,-0.000653
10.841,-0.000688
10.881,-0.00069
10.921,-0.000677
10.961,-0.000632
11.001,-0.000544
11.041,-0.000395
11.081,-0.000237
11.121,-5.1e-05
11.161,4.9e-05
11.201,0.000129
11.241,0.00018
11.281,0.000335
11.321,0.000557
11.361,0.000776
11.401,0.000928
11.441,0.000962
11.481,0.000931
11.521,0.000881
11.561,0.000868
11.601,0.000903
11.641,0.000909
11.681,0.000891
11.721,0.000812
11.761,0.000689
11.801,0.000554
11.841,0.000513
11.881,0.000567
11.921,0.000701
11.961,0.000888
12.001,0.001078
12.041,0.001223
12.081,0.001203
12.121,0.001114
12.161,0.001009
12.201,0.000927
12.241,0.000834
12.281,0.000713
12.321,0.000545
12.361,0.000375
12.401,0.000226
12.441,0.000115
12.481,7.8e-05
12.521,6.9e-05
12.561,8.5e-05
12.601,0.00016
12.641,0.000294
12.681,0.000443
12.721,0.000431
12.761,0.000284
12.801,8.3e-05
12.841,-0.000128
12.881,-0.000353
12.921,-0.000604
12.961,-0.000845
13.001,-0.001055
13.041,-0.001235
13.081,-0.001357
13.121,-0.001453
13.161,-0.001405
13.201,-0.001271
13.241,-0.001021
13.281,-0.000751
13.321,-0.000446
13.361,-0.000187
13.401,-4.2e-05
13.441,1.6e-05
13.481,1.7e-05
13.521,-1.7e-05
13.561,-0.000115
13.601,-0.000218
13.641,-0.000271
13.681,-0.000294
13.721,-0.000319
13.761,-0.000361
13.801,-0.000361
13.841,-0.000381
13.881,-0.000417
13.921,-0.000481
13.961,-0.000478
14.001,-0.00041
14.041,-0.000276
14.081,-7.2e-05
14.121,0.000194
14.161,0.000415
14.201,0.000487
14.241,0.00047
14.281,0.000424
14.321,0.000345
14.361,0.000174
14.401,2.1e-05
14.441,-2.1e-05
14.481,-2.7e-05
14.521,-0.000165
14.561,-0.00047
14.601,-0.000799
14.641,-0.001015
14.681,-0.001086
14.721,-0.001058
14.761,-0.001018
14.801,-0.001026
14.841,-0.001076
14.881,-0.001062
14.921,-0.000939
14.961,-0.000707
15.001,-0.000388
15.041,-4e-06
15.081,0.000315
15.121,0.000496
15.161,0.000502
15.201,0.000434
15.241,0.00028
15.281,0.000146
15.321,4e-06
15.361,-0.000135
15.401,-0.000292
15.441,-0.00044
15.481,-0.000483
15.521,-0.00049
15.561,-0.000489
15.601,-0.000508
15.641,-0.000554
15.681,-0.000581
15.721,-0.000638
15.761,-0.000607
15.801,-0.000555
15.841,-0.000434
15.881,-0.000265
15.921,-6.5e-05
15.961,9e-05
16.001,0.000103
16.041,4.8e-05
16.081,-6e-06
16.121,-4.8e-05
16.161,-0.0001
16.201,-0.000135
16.241,-0.000176
16.281,-0.000194
16.321,-0.000211
16.361,-0.000231
16.401,-0.000221
16.441,-0.000218
16.481,-0.000194
16.521,-0.000163
16.561,-0.000176
16.601,-0.000225
16.641,-0.000311
16.681,-0.000353
16.721,-0.000297
16.761,-0.000195
16.801,-3.8e-05
16.841,0.000149
16.881,0.000293
16.921,0.000361
16.961,0.000358
17.001,0.000295
17.041,0.000212
17.081,0.000103
17.121,1.5e-05
17.161,-0.000105
17.201,-0.000266
17.241,-0.000378
17.281,-0.00044
17.321,-0.000451
17.361,-0.000429
17.401,-0.000401
17.441,-0.000401
17.481,-0.000459
17.521,-0.000525
17.561,-0.000597
17.601,-0.000657
17.641,-0.00066
17.681,-0.000589
17.721,-0.000382
17.761,-7.9e-05
17.801,0.000265
17.841,0.000478
17.881,0.000582
17.921,0.000612
17.961,0.000653
18.001,0.000675
18.041,0.000713
18.081,0.000729
18.121,0.000711
18.161,0.000631
18.201,0.000534
18.241,0.000418
18.281,0.000309
18.321,0.000199
18.361,0.000115
18.401,5.1e-05
18.441,-4.4e-05
18.481,-0.000138
18.521,-0.000215
18.561,-0.000216
18.601,-0.000112
18.641,3.2e-05
18.681,0.000155
18.721,0.000125
18.761,4.6e-05
18.801,-7.1e-05
18.841,-0.000144
18.881,-0.000221
18.921,-0.000235
18.961,-0.000201
19.001,-0.000162
19.041,-0.000162
19.081,-0.000155
19.121,-0.000113
19.161,-4.6e-05
19.201,1.2e-05
19.241,8.5e-05
19.281,0.000185
19.321,0.000245
19.361,0.000278
19.401,0.000332
19.441,0.000498
19.481,0.000737
19.521,0.000943
19.561,0.000983
19.601,0.000928
19.641,0.000868
19.681,0.000851
19.721,0.000805
19.761,0.000678
19.801,0.000521
19.841,0.000364
19.881,0.000227
19.921,0.000123
19.961,4.2e-05
20.001,-3e-05
20.041,-9.5e-05
20.081,-0.000108
20.121,-7.4e-05
20.161,-1.8e-05
20.201,8.7e-05
20.241,0.000276
20.281,0.000497
20.321,0.000616
20.361,0.000596
20.401,0.000571
20.441,0.000541
20.481,0.000522
20.521,0.000417
20.561,0.000236
20.601,4.1e-05
20.641,-0.000146
20.681,-0.000274
20.721,-0.000387
20.761,-0.000478
20.801,-0.000548
20.841,-0.000582
20.881,-0.000565
20.921,-0.000521
20.961,-0.000444
21.001,-0.000281
21.041,-1.4e-05
21.081,0.000237
21.121,0.000328
21.161,0.000275
21.201,0.000206
21.241,0.000147
21.281,0.000134
21.321,9.4e-05
21.361,8e-05
21.401,6e-05
21.441,7.6e-05
21.481,7.8e-05
