time_s,K_filt
0.0,8e-06
0.04,0.021628
0.08,0.045661
0.12,0.068949
0.16,0.090627
0.2,0.110216
0.24,0.106245
0.28,0.097944
0.32,0.088695
0.36,0.079539
0.4,0.071431
0.44,0.064468
0.48,0.058953
0.52,0.054609
0.56,0.051234
0.6,0.048272
0.64,0.045448
0.68,0.042485
0.72,0.039272
0.76,0.035752
0.8,0.032102
0.84,0.028708
0.88,0.025373
0.92,0.022376
0.96,0.019801
1.0,0.017482
1.04,0.015192
1.08,0.013081
1.12,0.011131
1.16,0.009378
1.2,0.007864
1.24,0.006548
1.28,0.005474
1.32,0.004524
1.36,0.00367
1.4,0.003074
1.44,0.002604
1.48,0.00222
1.52,0.00189
1.56,0.001587
1.6,0.001209
1.64,0.000744
1.68,0.000279
1.72,-0.000253
1.76,-0.000614
1.8,-0.000905
1.84,-0.00095
1.88,-0.000847
1.92,-0.000531
1.96,-0.000185
2.0,0.000266
2.04,0.000765
2.08,0.001126
2.12,0.001431
2.16,0.001753
2.2,0.00198
2.24,0.00213
2.28,0.002162
2.32,0.002201
2.36,0.002
2.4,0.001819
2.44,0.001481
2.48,0.001239
2.52,0.000731
2.56,0.000173
2.6,-0.000589
2.64,-0.001367
2.68,-0.002197
2.72,-0.002907
2.76,-0.003445
2.8,-0.003926
2.84,-0.004416
2.88,-0.004823
2.92,-0.005088
2.96,-0.005279
3.0,-0.005182
3.04,-0.004888
3.08,-0.004424
3.12,-0.003757
3.16,-0.002982
3.2,-0.002252
3.24,-0.001852
3.28,-0.001702
3.32,-0.001931
3.36,-0.002397
3.4,-0.002979
3.44,-0.003376
3.48,-0.003649
3.52,-0.003662
3.56,-0.003432
3.6,-0.003054
3.64,-0.002503
3.68,-0.001911
3.72,-0.001315
3.76,-0.000875
3.8,-0.000521
3.84,-0.000213
3.88,0.000113
3.92,0.000349
