time_s,K_filt
0.0,0.059966
0.04,0.111027
0.08,0.159646
0.12,0.205933
0.16,0.250437
0.2,0.23246
0.24,0.220925
0.28,0.208952
0.32,0.196551
0.36,0.184696
0.4,0.173841
0.44,0.163032
0.48,0.153624
0.52,0.145569
0.56,0.138244
0.6,0.131522
0.64,0.126694
0.68,0.122472
0.72,0.118594
0.76,0.114671
0.8,0.110585
0.84,0.106363
0.88,0.102077
0.92,0.098165
0.96,0.094328
1.0,0.090251
1.04,0.086229
1.08,0.082603
1.12,0.079046
1.16,0.075567
1.2,0.072496
1.24,0.068101
1.28,0.063087
1.32,0.057959
1.36,0.0527
1.4,0.048016
1.44,0.042896
1.48,0.038613
1.52,0.034801
1.56,0.029793
1.6,0.022417
1.64,0.017096
1.68,0.013107
1.72,0.011007
1.76,0.011774
1.8,0.015256
1.84,0.019422
1.88,0.022222
1.92,0.023105
1.96,0.023638
2.0,0.025675
2.04,0.027872
2.08,0.031073
2.12,0.035183
2.16,0.03864
2.2,0.040207
2.24,0.040216
2.28,0.039181
2.32,0.037632
2.36,0.035547
2.4,0.033583
2.44,0.032458
2.48,0.031722
2.52,0.030979
2.56,0.031712
2.6,0.033212
2.64,0.034095
2.68,0.034398
2.72,0.034311
2.76,0.032804
2.8,0.030461
2.84,0.028555
2.88,0.027198
2.92,0.025554
2.96,0.023776
3.0,0.021921
3.04,0.020157
3.08,0.018007
3.12,0.016408
3.16,0.015238
3.2,0.013673
3.24,0.011707
3.28,0.010551
3.32,0.009391
3.36,0.008289
3.4,0.007813
3.44,0.008192
3.48,0.007864
3.52,0.007411
3.56,0.006475
3.6,0.005629
3.64,0.004256
3.68,0.002928
3.72,0.002261
3.76,0.001712
3.8,0.000755
3.84,-1.8e-05
3.88,-0.000335
3.92,-0.001256
3.96,-0.002159
4.0,-0.002879
4.04,-0.003655
4.08,-0.004425
4.12,-0.004959
4.16,-0.005221
4.2,-0.004894
4.24,-0.004519
4.28,-0.004562
4.32,-0.004658
4.36,-0.004636
4.4,-0.005444
4.44,-0.006136
4.48,-0.00635
4.52,-0.00682
4.56,-0.00733
4.6,-0.007399
4.64,-0.007691
4.68,-0.00795
4.72,-0.008092
4.76,-0.008496
4.8,-0.00858
4.84,-0.008328
4.88,-0.008419
4.92,-0.008519
4.96,-0.008347
5.0,-0.0081
5.04,-0.008081
5.08,-0.008113
5.12,-0.007944
5.16,-0.008006
5.2,-0.0083
5.24,-0.008478
5.28,-0.008655
5.32,-0.008903
5.36,-0.009036
5.4,-0.008933
5.44,-0.008988
5.48,-0.009095
5.52,-0.008874
5.56,-0.008853
5.6,-0.009219
5.64,-0.009277
5.68,-0.009013
5.72,-0.009317
5.76,-0.009515
5.8,-0.009639
5.84,-0.009656
5.88,-0.009915
5.92,-0.00991
5.96,-0.009871
6.0,-0.009874
6.04,-0.009816
6.08,-0.010115
6.12,-0.010309
6.16,-0.010155
6.2,-0.010364
6.24,-0.010693
6.28,-0.010194
6.32,-0.010092
6.36,-0.010119
6.4,-0.009934
6.44,-0.009733
6.48,-0.009877
6.52,-0.009857
6.56,-0.010026
6.6,-0.009874
6.64,-0.00993
6.68,-0.009809
6.72,-0.00966
6.76,-0.009381
6.8,-0.009199
6.84,-0.009012
6.88,-0.009154
6.92,-0.009055
6.96,-0.008989
7.0,-0.008807
7.04,-0.008697
7.08,-0.008609
7.12,-0.008627
7.16,-0.008375
7.2,-0.008106
7.24,-0.008008
7.28,-0.007537
7.32,-0.007056
7.36,-0.007045
7.4,-0.006872
7.44,-0.0066
7.48,-0.006503
7.52,-0.006458
7.56,-0.006165
7.6,-0.006021
7.64,-0.005717
7.68,-0.005326
7.72,-0.005146
7.76,-0.005039
7.8,-0.005017
7.84,-0.004925
7.88,-0.004932
7.92,-0.004776
7.96,-0.004502
8.0,-0.004335
8.04,-0.004128
8.08,-0.004093
8.12,-0.00413
8.16,-0.004129
8.2,-0.00418
8.24,-0.004108
8.28,-0.003759
8.32,-0.003365
8.36,-0.003198
8.4,-0.002966
8.44,-0.002965
8.48,-0.002965
8.52,-0.003121
8.56,-0.003081
8.6,-0.003089
8.64,-0.00301
8.68,-0.003129
8.72,-0.003133
8.76,-0.003105
8.8,-0.003093
8.84,-0.003142
8.88,-0.003054
8.92,-0.003039
8.96,-0.002879
9.0,-0.002816
9.04,-0.002859
9.08,-0.00285
9.12,-0.002753
9.16,-0.002785
9.2,-0.002779
9.24,-0.002682
9.28,-0.002694
9.32,-0.002617
9.36,-0.002562
9.4,-0.002604
9.44,-0.002471
9.48,-0.002478
9.52,-0.002428
9.56,-0.00253
9.6,-0.002264
9.64,-0.002196
9.68,-0.002076
9.72,-0.002217
9.76,-0.002119
9.8,-0.002285
9.84,-0.00236
9.88,-0.002466
9.92,-0.002435
9.96,-0.002579
10.0,-0.002425
