time_s,K_filt
0.0,0.009016
0.041,0.021736
0.081,0.035336
0.121,0.039535
0.161,0.0393
0.201,0.037376
0.241,0.034433
0.281,0.030227
0.321,0.024867
0.361,0.019324
0.401,0.014676
0.441,0.011361
0.481,0.009171
0.521,0.007852
0.561,0.007191
0.601,0.007009
0.641,0.00688
0.681,0.006468
0.721,0.005833
0.761,0.005305
0.801,0.004881
0.841,0.004501
0.881,0.004025
0.921,0.00357
0.961,0.003124
1.001,0.002717
1.041,0.002275
1.081,0.001891
1.121,0.00176
1.161,0.00187
1.201,0.00204
1.241,0.002096
1.281,0.002052
1.321,0.001853
1.361,0.001493
1.401,0.00119
1.441,0.001244
1.481,0.001442
1.521,0.001391
1.561,0.000979
1.601,0.00044
1.641,8.8e-05
1.681,-9.3e-05
1.721,-5.2e-05
1.761,0.000192
1.801,0.00056
1.841,0.000865
1.881,0.000995
1.921,0.000881
1.961,0.00073
2.001,0.000788
2.041,0.001214
2.081,0.00181
2.121,0.002177
2.161,0.002287
2.201,0.00211
2.241,0.001727
2.281,0.001187
2.321,0.000655
2.361,0.000394
2.401,0.000389
2.441,0.00065
2.481,0.000961
2.521,0.00128
2.561,0.001509
2.601,0.001635
2.641,0.001573
2.681,0.001338
2.721,0.001109
2.761,0.00112
2.801,0.001456
2.841,0.001949
2.881,0.002446
2.921,0.002815
2.961,0.002995
3.001,0.003037
3.041,0.002925
3.081,0.002784
3.121,0.002712
3.161,0.002766
3.201,0.00284
3.241,0.002732
3.281,0.002429
3.321,0.00204
3.361,0.001661
3.401,0.001317
3.441,0.000973
3.481,0.000731
3.521,0.000716
3.561,0.000939
3.601,0.001258
3.641,0.001529
3.681,0.001697
3.721,0.001742
3.761,0.001696
3.801,0.001613
3.841,0.001534
3.881,0.001501
3.921,0.001524
3.961,0.001584
4.001,0.00159
4.041,0.001555
4.081,0.001577
4.121,0.001869
4.161,0.002239
4.201,0.002405
4.241,0.002162
4.281,0.001915
4.321,0.002035
4.361,0.002555
4.401,0.003141
4.441,0.003457
4.481,0.003358
4.521,0.003013
4.561,0.002679
4.601,0.002683
4.641,0.002949
4.681,0.003313
4.721,0.003408
4.761,0.003108
4.801,0.002495
4.841,0.001663
4.881,0.000768
4.921,-0.000269
4.961,-0.001328
5.001,-0.002375
5.041,-0.003278
5.081,-0.003828
5.121,-0.003927
5.161,-0.003524
5.201,-0.003038
5.241,-0.002531
5.281,-0.002142
5.321,-0.001663
5.361,-0.001152
5.401,-0.000563
5.441,-3.7e-05
5.481,0.000268
5.521,0.000288
5.561,0.000272
5.601,0.000398
5.641,0.000626
5.681,0.000744
5.721,0.000705
5.761,0.000599
5.801,0.000378
5.841,-5e-05
5.881,-0.000693
5.921,-0.001216
5.961,-0.001252
6.001,-0.000877
6.041,-0.00048
6.081,-0.000281
6.121,-0.000149
6.161,4.4e-05
6.201,0.000203
6.241,0.000272
6.281,0.000276
6.321,0.000262
6.361,0.000256
6.401,0.000251
6.441,6.7e-05
6.481,-0.000417
6.521,-0.001105
6.561,-0.001756
6.601,-0.002203
6.641,-0.002363
6.681,-0.002169
6.721,-0.0018
6.761,-0.001361
6.801,-0.000848
6.841,-0.000109
6.881,0.000832
6.921,0.001807
6.961,0.002678
7.001,0.00344
7.041,0.004093
7.081,0.004486
7.121,0.004356
7.161,0.003873
7.201,0.003314
7.241,0.002876
7.281,0.002408
7.321,0.002055
7.361,0.001776
7.401,0.001307
7.441,0.000488
7.481,-0.000614
7.521,-0.001542
7.561,-0.002319
7.601,-0.00307
7.641,-0.003723
7.681,-0.003976
7.721,-0.003473
7.761,-0.002514
7.801,-0.001409
7.841,-0.000371
7.881,0.000541
7.921,0.001121
7.961,0.001349
8.001,0.001138
8.041,0.00065
8.081,-3.8e-05
8.121,-0.000553
8.161,-0.000867
8.201,-0.000978
8.241,-0.001091
8.281,-0.00124
8.321,-0.001519
8.361,-0.001864
8.401,-0.002019
8.441,-0.002064
8.481,-0.002156
8.521,-0.002296
8.561,-0.002186
8.601,-0.001596
8.641,-0.000826
8.681,-3.2e-05
8.721,0.000671
8.761,0.001218
8.801,0.001331
8.841,0.001051
8.881,0.000685
8.921,0.000505
8.961,0.000573
9.001,0.000718
9.041,0.000921
9.081,0.000956
9.121,0.000769
9.161,0.000261
9.201,-0.000347
9.241,-0.000938
9.281,-0.001314
9.321,-0.001472
9.361,-0.001439
9.401,-0.001284
9.441,-0.001002
9.481,-0.000405
9.521,0.000355
9.561,0.001169
9.601,0.001781
9.641,0.002168
9.681,0.002218
9.721,0.001905
9.761,0.00134
9.801,0.000654
9.841,-2.9e-05
9.881,-0.000571
9.921,-0.000901
9.961,-0.001079
10.001,-0.001262
10.041,-0.001498
10.081,-0.001673
10.121,-0.001681
10.161,-0.001555
10.201,-0.001475
10.241,-0.00139
10.281,-0.001163
10.321,-0.000635
10.361,-4.3e-05
10.401,0.000411
10.441,0.000681
10.481,0.000808
10.521,0.00082
10.561,0.000711
10.601,0.000482
10.641,0.000299
10.681,0.000294
10.721,0.000595
10.761,0.001134
10.801,0.001499
10.841,0.001326
10.881,0.000542
10.921,-0.000445
10.961,-0.001256
11.001,-0.001922
11.041,-0.002654
11.081,-0.00323
11.121,-0.003343
11.161,-0.002968
11.201,-0.002484
11.241,-0.002166
11.281,-0.001924
11.321,-0.001668
11.361,-0.001364
11.401,-0.00105
11.441,-0.00081
11.481,-0.000691
11.521,-0.000615
11.561,-0.000468
11.601,-0.000275
11.641,-0.000182
11.681,-0.000216
11.721,-0.000365
11.761,-0.000623
11.801,-0.001009
11.841,-0.001257
11.881,-0.00125
11.921,-0.001034
11.961,-0.000847
12.001,-0.000836
12.041,-0.000951
12.081,-0.001139
12.121,-0.001333
12.161,-0.001471
12.201,-0.001586
12.241,-0.001536
12.281,-0.001341
12.321,-0.001066
12.361,-0.000894
12.401,-0.000824
12.441,-0.000791
12.481,-0.000677
12.521,-0.000557
12.561,-0.000411
12.601,-0.000302
12.641,-0.000141
12.681,5e-05
12.721,0.000284
12.761,0.000518
12.801,0.000778
12.841,0.001013
12.881,0.001185
12.921,0.001174
12.961,0.001149
13.001,0.001202
13.041,0.001317
13.081,0.001339
13.121,0.001278
13.161,0.001275
13.201,0.001399
13.241,0.001491
13.281,0.00145
13.321,0.001383
13.361,0.001459
13.401,0.001876
13.441,0.002366
13.481,0.002813
13.521,0.003049
13.561,0.00321
13.601,0.003183
13.641,0.003108
13.681,0.003019
13.721,0.003063
13.761,0.003226
13.801,0.003401
13.841,0.003504
13.881,0.003401
13.921,0.003211
13.961,0.002963
14.001,0.002739
14.041,0.002704
14.081,0.003122
14.121,0.004448
14.161,0.00748
14.201,0.011583
14.241,0.013933
14.281,0.013018
14.321,0.009964
14.361,0.007695
14.401,0.007214
14.441,0.00795
14.481,0.008837
14.521,0.008823
14.561,0.007187
14.601,0.004701
14.641,0.002413
14.681,0.000927
14.721,-0.000516
14.761,-0.002512
14.801,-0.00487
14.841,-0.006863
14.881,-0.008296
14.921,-0.009356
14.961,-0.010188
15.001,-0.010824
15.041,-0.011084
15.081,-0.011129
15.121,-0.010793
15.161,-0.010234
15.201,-0.009475
15.241,-0.008744
15.281,-0.008175
15.321,-0.007712
15.361,-0.007308
15.401,-0.006874
15.441,-0.006398
15.481,-0.006046
15.521,-0.005875
15.561,-0.005868
15.601,-0.005886
15.641,-0.005959
15.681,-0.006061
15.721,-0.006067
15.761,-0.005817
15.801,-0.005292
15.841,-0.004719
15.881,-0.004259
15.921,-0.003895
15.961,-0.003459
16.001,-0.002824
16.041,-0.002055
16.081,-0.001325
16.121,-0.00069
16.161,-0.000332
16.201,-0.000316
16.241,-0.000775
16.281,-0.001545
16.321,-0.002268
16.361,-0.002664
16.401,-0.00263
16.441,-0.00231
16.481,-0.001846
16.521,-0.00143
16.561,-0.001191
16.601,-0.00117
16.641,-0.001268
16.681,-0.001542
16.721,-0.001899
16.761,-0.002346
16.801,-0.002808
16.841,-0.003156
16.881,-0.003309
16.921,-0.00319
16.961,-0.002803
17.001,-0.002184
17.041,-0.001386
17.081,-0.000711
17.121,-0.000293
17.161,-0.00023
17.201,-0.000358
17.241,-0.000554
17.281,-0.000757
17.321,-0.000931
17.361,-0.001102
17.401,-0.001099
17.441,-0.000997
17.481,-0.000858
17.521,-0.000728
17.561,-0.000469
17.601,7.6e-05
17.641,0.000889
17.681,0.001985
17.721,0.003127
17.761,0.004057
17.801,0.0045
17.841,0.004389
17.881,0.003787
17.921,0.002955
17.961,0.002143
18.001,0.001515
18.041,0.001066
18.081,0.000678
18.121,0.000339
18.161,5.4e-05
18.201,-0.000162
18.241,-0.000414
18.281,-0.000684
18.321,-0.000807
18.361,-0.000621
18.401,-0.000247
18.441,0.000124
18.481,0.000435
18.521,0.000607
18.561,0.000618
18.601,0.000478
18.641,0.000391
18.681,0.000467
18.721,0.000677
18.761,0.000758
18.801,0.000586
18.841,0.000188
18.881,-0.000273
18.921,-0.000634
18.961,-0.000958
19.001,-0.001201
19.041,-0.00125
19.081,-0.000923
19.121,-0.000253
19.161,0.000541
19.201,0.001116
19.241,0.001332
19.281,0.001224
19.321,0.000923
19.361,0.000609
19.401,0.000342
19.441,0.000281
19.481,0.000329
19.521,0.000197
19.561,-0.000222
19.601,-0.000829
19.641,-0.001417
19.681,-0.001927
19.721,-0.002424
19.761,-0.002734
19.801,-0.002772
19.841,-0.002496
19.881,-0.001957
19.921,-0.00131
19.961,-0.000666
20.001,-0.000217
20.041,3.9e-05
20.081,0.000132
20.121,0.00025
20.161,0.000497
20.201,0.000896
20.241,0.001289
20.281,0.001422
