time_s,SPG
5.5703794956207275,14.37
5.622777223587036,16.18
5.650116920471191,16.66
5.698224067687988,16.81
5.731637477874756,16.84
5.778126001358032,16.84
5.809860944747925,16.82
5.858670234680176,16.72
5.889821767807007,16.71
5.937633991241455,16.67
5.98401403427124,16.4
6.0236430168151855,16.47
6.055863857269287,16.47
6.103835105895996,16.5
6.135496616363525,16.61
6.1838459968566895,16.59
6.217717170715332,16.6
6.263410329818726,16.57
6.2955262660980225,16.54
6.3432323932647705,15.85
6.37527322769165,15.45
6.423247337341309,15.47
6.4555323123931885,15.43
6.503642320632935,15.51
6.540618658065796,15.81
6.572540283203125,15.92
6.620594024658203,15.79
6.663476228713989,15.7
6.695532560348511,15.57
6.743530035018921,15.52
6.77560830116272,15.56
6.823437452316284,15.53
6.8553736209869385,15.46
6.903561592102051,15.55
6.935833215713501,15.66
6.98335075378418,15.64
7.015591859817505,15.6
7.058887004852295,15.63
7.090325355529785,15.6
7.138195037841797,15.76
7.170045852661133,15.75
7.217692613601685,15.85
7.249691963195801,15.81
7.297182559967041,15.88
7.334893703460693,15.86
7.377765655517578,15.68
7.409937620162964,15.66
7.457989454269409,15.55
7.4903364181518555,15.61
7.538396120071411,15.59
7.575473070144653,15.62
7.623120069503784,15.51
7.655312776565552,15.48
7.703331470489502,15.48
7.735368251800537,15.52
7.78324294090271,15.44
7.81509804725647,15.41
7.863130331039429,15.33
7.895036935806274,15.28
7.9431376457214355,15.09
7.975203514099121,15.17
8.02298641204834,14.98
8.05498456954956,14.7
8.103071212768555,14.66
8.140291452407837,14.64
8.172334909439087,14.56
8.220059633255005,14.39
8.25252628326416,14.39
8.300497770309448,14.4
8.332801342010498,14.45
8.380867719650269,14.45
8.412826538085938,14.44
8.46074390411377,14.43
8.49250864982605,14.54
8.54037094116211,14.43
8.578200578689575,14.53
8.62159776687622,14.49
8.657817363739014,14.46
8.69488787651062,14.53
8.737324237823486,14.54
8.769093751907349,14.77
8.81665587425232,15.31
8.848962306976318,15.49
8.901890993118286,15.05
8.92839527130127,14.23
8.982839822769165,13.72
9.012368440628052,13.82
9.055960893630981,13.34
9.087884664535522,13.02
9.1358482837677,13.81
9.1754150390625,14.46
9.207198143005371,15.47
9.254987478256226,17.26
9.287306547164917,18.04
9.335803031921387,18.34
9.367711544036865,18.18
9.41570782661438,17.99
9.448024272918701,17.75
9.496046781539917,17.7
9.527763366699219,17.7
9.581881046295166,17.75
9.607900381088257,18.05
9.655892610549927,18.1
9.70242977142334,18.17
9.740221977233887,18.18
9.77216100692749,18.17
9.820051908493042,18.16
9.852182865142822,18.23
9.899688243865967,18.37
9.931808471679688,18.61
9.981805801391602,18.86
10.02211618423462,19.14
10.062048435211182,19.2
10.088507890701294,19.51
10.136343717575073,19.77
10.168113231658936,19.81
10.217817068099976,19.83
10.25764799118042,19.95
10.28935194015503,19.83
10.33717393875122,19.66
10.36967134475708,19.38
10.417774200439453,19.23
10.450050115585327,19.55
10.498236417770386,19.55
10.530298709869385,19.61
10.578197717666626,19.6
10.610050678253174,19.58
10.65847110748291,19.84
10.69077181816101,20.17
10.742448091506958,20.82
10.774356126785278,21.98
10.822015762329102,23.25
10.85401439666748,23.45
10.90184211730957,22.48
10.941519975662231,21.34
10.98167610168457,20.65
11.01381802558899,19.72
11.06167721748352,17.71
11.094016313552856,16.56
11.141608715057373,16.32
11.17346978187561,15.55
11.221097707748413,15.32
11.253214597702026,15.21
11.292326927185059,13.87
11.339903831481934,13.29
11.371726989746094,13.84
11.420932292938232,14.71
11.451861143112183,14.89
11.499979257583618,14.77
11.532203674316406,14.84
11.580262899398804,14.89
11.61220645904541,14.84
11.659908294677734,14.79
11.702006340026855,14.84
11.742070436477661,14.81
11.774151802062988,14.86
11.821797847747803,14.8
11.857032537460327,14.8
11.889336347579956,14.97
11.938931941986084,15.21
11.969493627548218,15.39
12.017761707305908,15.45
12.04994010925293,15.24
12.098323106765747,14.0
12.130310297012329,11.15
12.177866220474243,9.73
12.209622859954834,9.23
12.256832122802734,10.55
12.28914475440979,12.34
12.338685035705566,11.98
12.374454975128174,11.06
12.406119108200073,10.12
12.454381704330444,9.57
12.486520528793335,9.11
12.534910440444946,9.14
12.566662788391113,9.3
12.615138053894043,10.19
12.64734172821045,12.68
12.695017099380493,12.67
12.726898670196533,12.16
12.774205923080444,12.93
12.806139469146729,13.77
12.861169338226318,14.4
12.891056776046753,14.13
12.940373420715332,14.18
12.980880975723267,14.22
13.018407821655273,14.45
13.050498247146606,14.52
13.098834753036499,14.85
13.130796432495117,15.01
13.178789377212524,15.0
13.210638284683228,15.26
13.258214235305786,15.79
13.29023003578186,15.71
13.338258028030396,15.72
13.370179176330566,15.71
13.408807277679443,15.9
13.456312656402588,16.32
13.488358974456787,16.81
13.536872625350952,17.4
13.568631649017334,17.63
13.617170810699463,17.76
13.649467706680298,17.95
13.697530508041382,17.87
13.72937560081482,17.93
13.78023886680603,17.88
13.809696435928345,17.96
13.858056545257568,18.04
13.890274047851562,18.15
13.940446138381958,18.11
13.973516702651978,18.15
14.00571608543396,18.24
14.053939819335938,18.3
14.085856914520264,18.25
14.133904695510864,18.16
14.165994882583618,18.17
14.214215755462646,18.16
14.246485948562622,18.17
14.294198513031006,18.05
14.325819969177246,18.01
14.374038696289062,17.84
14.406142473220825,17.8
14.460834980010986,17.69
14.491089820861816,17.69
14.538676738739014,17.63
14.570762872695923,17.6
14.618778944015503,17.6
14.650611162185669,17.62
14.698789358139038,17.6
14.730765104293823,17.64
14.77882695198059,17.7
14.810781240463257,17.73
14.858742237091064,17.76
14.897948741912842,17.91
14.939528465270996,18.06
14.972523927688599,18.09
15.00872540473938,17.96
15.056002378463745,17.94
15.08790397644043,18.06
15.135937929153442,17.94
15.168220520019531,17.88
15.215943813323975,17.84
15.247867822647095,17.85
15.296176433563232,17.89
15.32810664176941,17.9
15.376027822494507,17.84
15.408286094665527,17.87
15.45625925064087,17.86
15.488329410552979,17.96
15.525461912155151,18.07
15.572727918624878,18.01
15.604629755020142,17.95
15.652502536773682,17.97
15.700173139572144,18.03
15.732369661331177,18.1
15.78013825416565,18.11
15.812262535095215,18.16
15.843998908996582,18.3
15.892010688781738,18.33
15.94020128250122,18.45
15.972649097442627,18.59
16.004644632339478,18.79
16.059335947036743,19.2
16.091131448745728,19.43
16.13926672935486,19.62
16.17595911026001,19.76
16.21870732307434,19.99
16.250681161880493,19.96
16.298516273498535,19.89
16.330897569656372,19.87
16.378841400146484,19.76
16.410776138305664,19.82
16.458332300186157,19.63
16.490347862243652,19.6
16.538334369659424,19.51
16.579967975616455,19.41
16.60793662071228,19.22
16.656086921691895,19.08
16.698405265808105,19.12
16.73047637939453,19.12
16.777997970581055,19.13
16.8095703125,19.14
16.857444047927856,19.16
16.88950777053833,19.1
16.93738293647766,19.22
16.969239473342896,19.24
17.017180919647217,19.15
17.05921459197998,19.24
17.098315238952637,19.39
17.12534499168396,19.29
17.172288179397583,19.21
17.206177234649658,19.31
17.252142667770386,19.29
17.283864736557007,19.2
17.331895112991333,19.15
17.36415410041809,19.07
17.412308931350708,19.1
17.44416046142578,19.05
17.491844415664673,19.07
17.523954391479492,19.2
17.571683406829834,19.4
17.619542598724365,19.73
17.65884256362915,19.84
17.690279006958008,19.54
17.7382550239563,19.29
17.77027130126953,19.07
17.817858695983887,19.01
17.85211443901062,19.03
17.898274421691895,18.95
17.930611610412598,18.81
17.97882080078125,18.88
18.01065421104431,18.82
18.05828285217285,18.67
18.090087890625,18.49
18.137726068496704,18.65
18.175954341888428,18.7
18.209124326705933,18.65
18.255220651626587,18.79
18.28728485107422,18.69
18.33539342880249,18.66
18.367661952972412,18.75
18.416199445724487,18.86
18.448121786117554,18.94
18.49613308906555,19.15
18.528199672698975,19.29
18.575894832611084,19.33
18.608059883117676,19.41
18.65623688697815,19.59
18.699052095413208,19.7
18.724557876586914,19.83
18.77244758605957,19.79
18.80470585823059,19.92
18.852577209472656,19.92
18.88438653945923,19.93
18.932299375534058,19.85
18.965428829193115,19.9
19.012278079986572,19.82
19.044238328933716,19.91
19.0919828414917,19.95
19.124027252197266,19.91
19.171730756759644,19.93
19.203794956207275,19.96
19.257973432540894,19.97
19.289790391921997,20.01
19.337876319885254,20.03
19.36978268623352,20.13
19.4177086353302,20.15
19.449791193008423,20.14
19.497668504714966,20.13
19.52997851371765,20.12
19.578162908554077,19.98
19.61028528213501,20.03
19.657963514328003,20.15
19.69033122062683,20.14
19.738186597824097,20.06
19.775991201400757,19.92
19.807183980941772,19.93
19.855427265167236,19.96
19.88727641105652,20.0
19.93605947494507,20.1
19.96766710281372,20.13
20.01576566696167,20.21
20.047728300094604,20.3
20.09552764892578,20.34
20.127302169799805,20.39
20.17485022544861,20.54
20.206679821014404,20.67
20.254750967025757,20.81
20.298160076141357,20.93
20.324562072753906,21.08
20.372859001159668,21.15
20.40466046333313,21.04
20.45264220237732,20.94
20.484346866607666,21.02
20.532390117645264,21.01
20.564257860183716,20.92
20.612305402755737,20.69
20.644140481948853,20.64
20.692296028137207,20.51
20.724220037460327,20.38
20.77223491668701,20.25
20.818156957626343,20.15
20.857603311538696,20.09
20.889240741729736,20.0
20.937392234802246,19.94
20.969083786010742,19.91
21.017271518707275,19.86
21.048985719680786,19.77
21.096911430358887,19.65
21.128554344177246,19.68
21.176679134368896,19.64
21.208818674087524,19.59
21.256555318832397,19.54
21.288310289382935,19.58
21.337586641311646,19.54
21.374542236328125,19.53
21.40662717819214,19.54
21.45414400100708,19.54
21.485848665237427,19.59
21.53390908241272,19.62
21.565911531448364,19.61
21.615914583206177,19.6
21.645694255828857,19.55
21.697870016098022,19.68
21.73487639427185,19.71
21.767186880111694,19.71
21.815217971801758,19.64
21.847174644470215,19.7
21.89236068725586,19.56
21.924100160598755,19.51
21.971912622451782,19.52
22.004116535186768,19.54
22.052096605300903,19.53
22.084425687789917,19.5
22.132423400878906,19.53
22.164304494857788,19.44
22.212347507476807,19.48
22.244088172912598,19.37
22.291949033737183,19.27
22.32921266555786,19.27
22.372236490249634,19.37
22.417152881622314,19.33
22.45703101158142,19.26
22.488919734954834,19.23
22.536510229110718,19.24
22.568148612976074,19.16
22.616316080093384,19.1
22.64861559867859,19.15
22.696208953857422,19.16
22.728118896484375,19.14
22.776393175125122,19.15
22.808292150497437,19.26
22.856667041778564,19.17
22.888734102249146,19.31
22.93677306175232,19.3
22.9744393825531,19.26
23.0065598487854,19.25
23.05528235435486,19.28
23.085918426513672,19.35
23.133952856063843,19.42
23.16602349281311,19.47
23.214001417160034,19.44
23.24566674232483,19.49
23.29391121864319,19.57
23.325519561767578,19.5
23.374112606048584,19.54
23.407458305358887,19.54
23.45564579963684,19.5
23.490912914276123,19.52
23.522738695144653,19.51
23.570983409881592,19.47
23.60299277305603,19.52
23.650462865829468,19.59
23.68317985534668,19.58
23.730721473693848,19.46
23.76278305053711,19.46
23.810674905776978,19.44
23.842637300491333,19.41
23.8908269405365,19.51
23.922762393951416,19.47
23.971891403198242,19.41
24.00994348526001,19.47
24.053728818893433,19.47
24.08851647377014,19.41
24.136372566223145,19.38
24.171029329299927,19.4
24.21619987487793,19.41
24.24807596206665,19.38
24.29610824584961,19.39
24.32781958580017,19.31
24.37596297264099,19.32
24.408034324645996,19.32
24.455922842025757,19.32
24.488300561904907,19.22
24.53608512878418,19.24
24.57407808303833,19.28
24.606340408325195,19.33
24.654158353805542,19.43
24.685900449752808,19.55
24.733888864517212,19.65
24.765836000442505,19.66
24.814536333084106,19.73
24.84609842300415,19.73
24.89389681816101,19.77
24.92586374282837,19.79
24.973554134368896,19.92
25.005553007125854,20.03
25.05591320991516,20.11
25.090959310531616,20.15
25.12315273284912,20.27
25.17612314224243,20.41
25.202685832977295,20.46
25.250531435012817,20.46
25.282764196395874,20.35
25.330878734588623,20.29
25.36275815963745,20.45
25.410942554473877,20.49
25.442803382873535,20.66
25.490665197372437,20.75
25.522844791412354,20.9
25.570799112319946,20.98
25.608890771865845,21.05
25.65643835067749,20.99
25.688367128372192,20.98
25.736286401748657,21.02
25.768274068832397,20.95
25.816221237182617,21.02
25.84823179244995,21.09
25.896337032318115,21.01
25.929968118667603,20.95
25.96033763885498,20.92
26.00867509841919,20.97
26.0406711101532,21.19
26.08835005760193,21.23
26.12549090385437,21.37
26.173221826553345,21.52
26.20490288734436,21.53
26.253018856048584,21.6
26.284724235534668,21.62
26.332361698150635,21.67
26.364322900772095,21.81
26.415257692337036,21.91
26.444541692733765,21.94
26.492673873901367,22.02
26.524338483810425,22.15
26.572299003601074,22.13
26.60426092147827,22.2
26.65524435043335,22.25
26.695436716079712,22.19
26.73405408859253,22.14
26.772153615951538,22.08
26.81662678718567,22.14
26.84704828262329,22.1
26.895091772079468,22.11
26.927034378051758,22.17
26.975019454956055,22.02
27.007046461105347,22.16
27.055045127868652,22.19
27.086870908737183,22.24
27.134779930114746,22.18
27.175670623779297,22.32
27.208723783493042,22.41
27.255274772644043,22.55
27.287323236465454,22.56
27.335142135620117,22.49
27.36679244041443,22.55
27.414685487747192,22.62
27.446561813354492,22.62
27.494945287704468,22.41
27.52706813812256,22.39
27.575260400772095,22.37
27.60703444480896,22.44
27.65512704849243,22.48
27.68729257583618,22.59
27.72622013092041,22.57
27.773295640945435,22.68
27.805104732513428,22.6
27.85306453704834,22.4
27.885016441345215,22.18
27.932916402816772,22.22
27.964986324310303,22.17
28.01277470588684,22.27
28.044787645339966,22.16
28.092637062072754,22.15
28.124807834625244,22.12
28.172834396362305,22.13
28.20516014099121,22.06
28.25474762916565,22.05
28.290587902069092,21.96
28.322784423828125,21.88
28.3708598613739,21.87
28.40272355079651,21.99
28.45103931427002,22.03
28.48325538635254,21.95
28.531293869018555,21.86
28.56326699256897,21.86
28.611257314682007,21.88
28.64290142059326,21.78
28.690711498260498,21.81
28.722757577896118,21.96
28.77541208267212,21.96
28.808990716934204,22.08
28.85461115837097,22.23
28.886817932128906,22.33
28.91922354698181,22.41
28.9671573638916,22.54
29.01510190963745,22.59
29.04739809036255,22.64
29.079366207122803,22.95
29.12751054763794,22.98
29.159630298614502,23.17
29.207432508468628,23.18
29.239525079727173,23.21
29.29429864883423,23.25
29.3245952129364,23.16
29.37275743484497,23.18
29.405072450637817,23.17
29.452962160110474,23.17
29.485386848449707,23.2
29.532928228378296,23.1
29.565227508544922,23.0
29.613309383392334,22.74
29.64503264427185,22.68
29.69336485862732,22.74
29.725478649139404,22.75
29.773958921432495,22.85
29.80608367919922,22.75
29.84284019470215,22.87
29.890246868133545,23.03
29.922200679779053,23.0
29.970174074172974,22.87
30.002432823181152,22.81
30.050007820129395,22.75
30.081897735595703,22.76
30.13005232810974,22.79
30.161813735961914,22.83
30.209381341934204,22.86
30.241664171218872,22.86
30.289451599121094,22.83
30.32120370864868,22.76
30.374144315719604,22.87
30.407166719436646,22.84
30.438798904418945,22.99
30.486567497253418,22.98
30.518539428710938,22.92
30.566715478897095,22.99
30.59909415245056,23.05
30.646883487701416,22.96
30.678685665130615,23.07
30.72661256790161,23.02
30.75845432281494,22.98
30.806538343429565,23.06
30.83879828453064,23.15
30.89361262321472,23.19
30.924646139144897,23.34
30.97263765335083,23.36
31.004738330841064,23.33
31.05263590812683,23.26
31.084826469421387,23.32
31.13276720046997,23.4
31.165051698684692,23.37
31.213149785995483,23.3
31.245054721832275,23.42
31.29302406311035,23.42
31.327777862548828,23.35
31.373660802841187,23.28
31.41348361968994,23.09
31.441597938537598,23.09
31.489952325820923,23.03
31.521784782409668,22.79
31.569678783416748,22.6
31.6017005443573,22.49
31.649728059768677,22.41
31.681429386138916,22.35
31.72930145263672,22.36
31.772283792495728,22.37
31.804090976715088,22.41
31.85160255432129,22.37
31.883455753326416,22.25
31.931333303451538,22.18
31.9732186794281,22.25
32.01113295555115,22.31
32.03916597366333,22.4
32.08727049827576,22.53
32.119539737701416,22.53
32.16728925704956,22.49
32.199450731277466,22.33
32.24724292755127,22.34
32.2792911529541,22.37
32.32731795310974,22.4
32.359267473220825,22.26
32.407429218292236,22.31
32.4393253326416,22.39
32.49294114112854,22.31
32.52401828765869,22.2
32.57222771644592,22.29
32.60416603088379,22.26
32.65203547477722,22.28
32.68434762954712,22.26
32.732298612594604,22.33
32.764156103134155,22.54
32.81218338012695,22.46
32.84408521652222,22.49
32.89197540283203,22.56
32.92413353919983,22.79
32.9717218875885,22.75
33.01313543319702,22.79
33.044930934906006,22.72
33.088823318481445,22.64
33.120636224746704,22.7
33.16836857795715,22.89
33.199973583221436,22.84
33.247957944869995,22.88
33.28026866912842,22.89
33.32819604873657,22.82
33.36021852493286,22.8
33.412291049957275,22.73
33.440253257751465,22.84
33.488346576690674,22.76
33.52017545700073,22.79
33.559446811676025,22.79
33.60642433166504,22.79
33.63846969604492,22.79
33.68665790557861,23.0
33.71865916252136,23.11
33.7662570476532,23.23
33.79847431182861,23.44
33.846450090408325,23.51
33.87818646430969,23.53
33.92605447769165,23.62
33.95779585838318,23.71
34.00579571723938,23.91
34.03766846656799,24.09
34.09096622467041,24.23
34.123162508010864,24.23
34.17105841636658,24.21
34.204458713531494,24.28
34.25144410133362,24.2
34.28389501571655,24.2
34.331838846206665,24.26
34.36379885673523,24.29
34.411683559417725,24.41
34.44373440742493,24.55
34.49143886566162,24.59
34.523168087005615,24.74
34.57127547264099,24.84
34.60883617401123,25.02
34.64079833030701,25.07
34.68870210647583,25.11
34.720773458480835,25.2
34.768534660339355,25.36
34.80035924911499,25.28
34.84860324859619,25.15
34.88028359413147,24.92
34.928173780441284,24.97
34.96145486831665,25.11
35.00804615020752,25.14
35.04037261009216,25.29
35.08791661262512,25.16
35.131871461868286,25.15
35.157824754714966,25.2
35.20605540275574,25.27
35.23793387413025,25.35
35.28634762763977,25.3
35.31870913505554,25.32
35.371469497680664,25.34
35.39826774597168,25.32
35.446102142333984,25.26
35.478145360946655,25.11
35.52545762062073,25.06
35.55729818344116,25.11
35.60555982589722,24.97
35.6379177570343,24.76
35.69097304344177,24.78
35.723132848739624,24.68
35.7712128162384,24.59
35.803086280822754,24.42
35.85112547874451,24.44
35.883317947387695,24.64
35.93103885650635,24.82
35.96847200393677,24.81
36.00998830795288,24.75
36.04188799858093,24.87
36.09113907814026,24.99
36.12112808227539,25.22
36.16869640350342,25.18
36.20942044258118,25.27
36.24032115936279,25.35
36.29232835769653,25.48
36.32019877433777,25.53
36.36821746826172,25.4
36.40052604675293,25.39
36.4481246471405,25.44
36.480605602264404,25.43
36.52837777137756,25.26
36.5605103969574,25.08
36.608073234558105,25.18
36.63984751701355,25.22
36.69117307662964,25.37
36.72590661048889,25.28
36.77019214630127,25.23
36.80215096473694,25.36
36.849976778030396,25.52
36.88189482688904,25.46
36.92989778518677,25.42
36.96227264404297,25.44
37.01018929481506,25.46
37.041826009750366,25.48
37.089576959609985,25.41
37.12157416343689,25.43
37.16970157623291,25.5
37.203460693359375,25.43
37.25106406211853,25.25
37.290486335754395,25.27
37.32854104042053,25.32
37.37118124961853,25.4
37.40384030342102,25.38
37.45089244842529,25.43
37.48293924331665,25.38
37.530824422836304,25.33
37.56315755844116,25.27
37.6111958026886,25.22
37.64315462112427,25.25
37.691118240356445,25.38
37.72416043281555,25.35
37.77071166038513,25.38
37.80801200866699,25.29
37.839802742004395,25.07
37.88791799545288,24.93
37.92013716697693,25.02
37.9679160118103,25.07
38.00008940696716,25.03
38.048492431640625,24.9
38.0803382396698,24.89
38.12814283370972,24.88
38.1598334312439,24.89
38.207314014434814,24.78
38.23906421661377,24.82
38.28668713569641,24.86
38.325600385665894,25.05
38.357115745544434,25.05
38.404683351516724,25.01
38.436474561691284,25.16
38.48447632789612,25.18
38.51632881164551,25.37
38.56483697891235,25.47
38.597193241119385,25.45
38.64470648765564,25.2
38.683032751083374,25.26
38.724751234054565,25.49
38.75694918632507,25.4
38.80497074127197,25.3
38.85033130645752,25.42
38.89033317565918,25.62
38.92229890823364,25.68
38.97017025947571,25.71
39.002562284469604,25.66
39.05035901069641,25.63
39.08225464820862,25.85
39.12999391555786,26.02
39.16154503822327,25.95
39.209391593933105,25.89
39.24114751815796,25.95
39.28938174247742,26.03
39.32133722305298,26.1
39.36992859840393,26.1
39.40705466270447,25.86
39.444015979766846,25.86
39.48697018623352,25.96
39.51886439323425,26.08
39.56677460670471,26.24
39.598817348480225,26.3
39.646674156188965,26.38
39.678895473480225,26.19
39.726701498031616,26.12
39.75869131088257,26.06
39.80665826797485,26.32
39.838788986206055,26.44
39.88883066177368,26.39
39.9246027469635,26.34
39.956798791885376,26.15
40.00458765029907,26.35
40.03678584098816,26.53
40.08867406845093,26.34
40.116748571395874,26.07
40.16519045829773,26.11
40.19753694534302,26.25
40.24525856971741,26.37
40.2775444984436,26.53
40.32537269592285,26.71
40.357455253601074,26.71
40.40519690513611,26.88
40.44241142272949,26.83
40.49028301239014,26.86
40.52228617668152,26.94
40.57012104988098,27.09
40.60253715515137,27.24
40.65008807182312,27.31
40.690272092819214,27.42
40.72460222244263,27.76
40.75637173652649,28.08
40.80461144447327,28.14
40.83630919456482,28.11
40.88394737243652,28.03
40.91618585586548,28.14
40.96908640861511,28.25
41.00645971298218,28.38
41.03821063041687,28.27
41.08624505996704,28.31
41.11806535720825,28.37
41.166027784347534,28.4
41.208733797073364,28.4
41.24650812149048,28.38
41.29179811477661,28.42
41.325451374053955,28.63
41.36943054199219,28.48
41.40462064743042,28.53
41.44866752624512,28.53
41.48813486099243,28.77
41.529094219207764,28.81
41.55711627006531,28.84
41.60469889640808,28.81
41.636284828186035,28.48
41.68586277961731,28.26
41.71983480453491,28.23
41.767592430114746,28.54
41.793652057647705,28.61
41.84308576583862,28.42
41.88857960700989,28.38
41.920706272125244,28.32
41.968748569488525,28.26
42.0006217956543,28.26
42.042693853378296,27.93
42.08893370628357,27.81
42.12078142166138,27.84
42.16852855682373,27.64
42.2009494304657,27.4
42.24888014793396,27.37
42.280864238739014,27.32
42.32888412475586,27.29
42.36042761802673,27.37
42.4083046913147,27.38
42.44037389755249,27.32
42.48855781555176,27.29
42.52040457725525,27.4
42.55844283103943,27.4
42.606513261795044,27.15
42.63813519477844,27.3
42.6858012676239,27.41
42.728700160980225,27.62
42.76872158050537,27.44
42.79668140411377,27.28
42.843745470047,27.37
42.87534523010254,27.66
42.923394441604614,27.83
42.95535492897034,27.52
43.00865173339844,27.38
43.04757213592529,27.77
43.08789801597595,28.26
43.12415838241577,28.62
43.16787600517273,28.7
43.20394444465637,28.48
43.247846603393555,28.6
43.282764196395874,28.57
43.31501746177673,28.49
43.36304974555969,28.53
43.39526009559631,28.68
43.44339442253113,28.83
43.47531771659851,28.92
43.52775239944458,28.81
43.56279230117798,28.58
43.61007475852966,28.57
43.642817974090576,28.68
43.67502307891846,28.81
43.723121881484985,28.78
43.75544857978821,28.83
43.80346322059631,28.8
43.835426807403564,28.79
43.883485317230225,28.7
43.91521620750427,28.61
43.963255405426025,28.72
43.995583295822144,28.62
44.04767870903015,28.63
44.07554531097412,28.56
44.12812519073486,28.38
44.168102979660034,28.26
