time_s,K_filt
0.0,0.066209
0.04,0.11118
0.08,0.154014
0.12,0.19472
0.16,0.233246
0.2,0.203374
0.24,0.193348
0.28,0.185073
0.32,0.179005
0.36,0.175068
0.4,0.172897
0.44,0.170691
0.48,0.167673
0.52,0.163118
0.56,0.15756
0.6,0.151338
0.64,0.145936
0.68,0.14179
0.72,0.139166
0.76,0.136887
0.8,0.13442
0.84,0.131119
0.88,0.126813
0.92,0.121227
0.96,0.114438
1.0,0.107214
1.04,0.09908
1.08,0.091131
1.12,0.084644
1.16,0.080018
1.2,0.076924
1.24,0.075917
1.28,0.075772
1.32,0.073891
1.36,0.071452
1.4,0.06911
1.44,0.067557
1.48,0.065794
1.52,0.065638
1.56,0.065888
1.6,0.065748
1.64,0.064163
1.68,0.061626
1.72,0.058398
1.76,0.055446
1.8,0.052289
1.84,0.049134
1.88,0.046712
1.92,0.044593
1.96,0.042247
2.0,0.040096
2.04,0.037987
2.08,0.036336
2.12,0.034418
2.16,0.032389
2.2,0.030161
2.24,0.028864
2.28,0.027274
2.32,0.025409
2.36,0.02401
2.4,0.022785
2.44,0.021882
2.48,0.020834
2.52,0.0204
2.56,0.020268
2.6,0.019945
2.64,0.018923
2.68,0.018167
2.72,0.017729
2.76,0.016129
2.8,0.014346
2.84,0.012667
2.88,0.011091
2.92,0.008926
2.96,0.007294
3.0,0.00667
3.04,0.006271
3.08,0.005827
3.12,0.005619
3.16,0.005555
3.2,0.005487
3.24,0.005129
3.28,0.004528
3.32,0.004452
3.36,0.004082
3.4,0.003423
3.44,0.003243
3.48,0.003048
3.52,0.00205
3.56,0.001177
3.6,0.000487
3.64,-0.000289
3.68,-0.000732
3.72,-0.000808
3.76,-0.000922
3.8,-0.001187
3.84,-0.001541
3.88,-0.002477
3.92,-0.003093
3.96,-0.003636
4.0,-0.004455
4.04,-0.005058
4.08,-0.005579
4.12,-0.006081
4.16,-0.00698
4.2,-0.007384
4.24,-0.00786
4.28,-0.008026
4.32,-0.008404
4.36,-0.00826
4.4,-0.008542
4.44,-0.008897
4.48,-0.009245
4.52,-0.00985
4.56,-0.010164
4.6,-0.010395
4.64,-0.01108
4.68,-0.011218
4.72,-0.01106
4.76,-0.011605
4.8,-0.011746
4.84,-0.011508
4.88,-0.011661
4.92,-0.01195
4.96,-0.011565
5.0,-0.011496
5.04,-0.011506
5.08,-0.011655
5.12,-0.011697
5.16,-0.012145
5.2,-0.012258
5.24,-0.0124
5.28,-0.0128
5.32,-0.012755
5.36,-0.012806
5.4,-0.013159
5.44,-0.01342
5.48,-0.013247
5.52,-0.013328
5.56,-0.013088
5.6,-0.013011
5.64,-0.013163
5.68,-0.013279
5.72,-0.013496
5.76,-0.01366
5.8,-0.013398
5.84,-0.012965
5.88,-0.01238
5.92,-0.012139
5.96,-0.01175
6.0,-0.011823
6.04,-0.011883
6.08,-0.011752
6.12,-0.011384
6.16,-0.011512
6.2,-0.011066
6.24,-0.010782
6.28,-0.010953
6.32,-0.010751
6.36,-0.010243
6.4,-0.010011
6.44,-0.009666
6.48,-0.0096
6.52,-0.00949
6.56,-0.009427
6.6,-0.009423
6.64,-0.009145
6.68,-0.008712
6.72,-0.008451
6.76,-0.008349
6.8,-0.008264
6.84,-0.008451
6.88,-0.00853
6.92,-0.008543
6.96,-0.008306
7.0,-0.007938
7.04,-0.007758
7.08,-0.00726
7.12,-0.007083
7.16,-0.007344
7.2,-0.007363
7.24,-0.006923
7.28,-0.007245
7.32,-0.007229
7.36,-0.006767
7.4,-0.006484
7.44,-0.006094
7.48,-0.005433
7.52,-0.00504
7.56,-0.005112
7.6,-0.005225
7.64,-0.005694
7.68,-0.006216
7.72,-0.006614
7.76,-0.00687
7.8,-0.007268
7.84,-0.007524
7.88,-0.00741
7.92,-0.007442
7.96,-0.007442
8.0,-0.007322
8.04,-0.007123
8.08,-0.00707
8.12,-0.006962
8.16,-0.006684
8.2,-0.006481
8.24,-0.006486
8.28,-0.006519
8.32,-0.006584
8.36,-0.006662
8.4,-0.006436
8.44,-0.006494
8.48,-0.006307
8.52,-0.006264
8.56,-0.006219
8.6,-0.006586
8.64,-0.006283
8.68,-0.006227
8.72,-0.005948
8.76,-0.00566
8.8,-0.005273
8.84,-0.005185
8.88,-0.005032
8.92,-0.004961
8.96,-0.004654
9.0,-0.004345
9.04,-0.003822
9.08,-0.003725
9.12,-0.003655
9.16,-0.003813
9.2,-0.003973
9.24,-0.003867
9.28,-0.002997
9.32,-0.002412
9.36,-0.001803
9.4,-0.001203
9.44,-0.001459
9.48,-0.002374
9.52,-0.002892
9.56,-0.003441
9.6,-0.004069
9.64,-0.004187
9.68,-0.004262
9.72,-0.004248
9.76,-0.004368
9.8,-0.004291
9.84,-0.00443
9.88,-0.004071
9.92,-0.003801
9.96,-0.003478
10.0,-0.003244
10.04,-0.002731
10.08,-0.002448
10.12,-0.002385
10.16,-0.002288
10.2,-0.002231
10.24,-0.002342
10.28,-0.002491
10.32,-0.002482
10.36,-0.002668
10.4,-0.00237
10.44,-0.001795
10.48,-0.000939
10.52,-0.000315
10.56,0.000779
10.6,0.001413
10.64,0.001426
10.68,0.001055
10.72,0.001089
10.76,0.000928
10.8,0.000774
10.84,0.000784
10.88,0.001014
10.92,0.001058
10.96,0.000992
11.0,0.001074
11.04,0.001128
11.08,0.000906
11.12,0.000656
11.16,0.000364
11.2,-5.3e-05
11.24,-0.000394
11.28,-0.000687
11.32,-0.00092
11.36,-0.001048
11.4,-0.00123
11.44,-0.001191
11.48,-0.001111
11.52,-0.001189
11.56,-0.001218
11.6,-0.00138
11.64,-0.001413
11.68,-0.001448
11.72,-0.001787
11.76,-0.002153
11.8,-0.002047
11.84,-0.00223
11.88,-0.002267
11.92,-0.001839
11.96,-0.001569
12.0,-0.001629
12.04,-0.001416
12.08,-0.001344
12.12,-0.001481
12.16,-0.001214
12.2,-0.001062
12.24,-0.001081
12.28,-0.001098
12.32,-0.000779
12.36,-0.000879
12.4,-0.000998
12.44,-0.001268
12.48,-0.001465
12.52,-0.00168
12.56,-0.001768
12.6,-0.001785
12.64,-0.001648
12.68,-0.001527
12.72,-0.001657
12.76,-0.001897
12.8,-0.001848
12.84,-0.002039
12.88,-0.00203
12.92,-0.001563
12.96,-0.00081
13.0,-3.9e-05
13.04,0.000984
13.08,0.002035
13.12,0.002642
13.16,0.00296
13.2,0.003117
13.24,0.002807
13.28,0.002506
13.32,0.002197
13.36,0.001939
13.4,0.001703
13.44,0.001774
13.48,0.001613
13.52,0.001332
13.56,0.000995
13.6,0.000742
13.64,0.000429
13.68,0.000136
13.72,-0.000205
13.76,-0.000484
13.8,-0.000954
13.84,-0.001509
13.88,-0.002539
13.92,-0.003386
13.96,-0.004043
14.0,-0.004607
14.04,-0.005354
14.08,-0.006224
14.12,-0.007443
14.16,-0.008752
14.2,-0.009856
14.24,-0.010339
