time_s,K_filt
95.28,0.002313
95.32,0.004825
95.36,0.006081
95.4,0.005495
95.44,0.003774
95.48,0.001244
95.52,-0.000511
95.56,-0.001794
95.6,-0.002799
95.64,-0.003528
95.68,-0.004265
95.72,-0.005226
95.76,-0.006352
95.8,-0.00681
95.84,-0.009146
95.88,-0.013428
95.92,-0.0158
95.96,-0.01718
96.0,-0.019733
96.04,-0.019462
96.08,-0.016359
96.12,-0.014588
96.16,-0.012881
96.2,-0.01066
96.24,-0.009648
96.28,-0.009343
96.32,-0.008506
96.36,-0.007753
96.4,-0.008356
96.44,-0.009767
96.48,-0.010535
96.52,-0.011499
96.56,-0.012629
96.6,-0.012107
96.64,-0.011283
96.68,-0.011552
96.72,-0.012419
96.76,-0.013354
96.8,-0.01432
96.84,-0.014286
96.88,-0.013926
96.92,-0.013984
96.96,-0.01423
97.0,-0.013936
97.04,-0.013256
97.08,-0.011563
97.12,-0.008706
97.16,-0.004987
97.2,-0.001061
97.24,0.002974
97.28,0.006789
97.32,0.010347
97.36,0.012771
97.4,0.014126
97.44,0.015436
97.48,0.015916
97.52,0.014553
97.56,0.012796
97.6,0.011012
97.64,0.008485
97.68,0.007249
97.72,0.008294
97.76,0.010168
97.8,0.012527
97.84,0.014944
97.88,0.015589
97.92,0.014968
97.96,0.014192
98.0,0.013173
98.04,0.012138
98.08,0.011709
98.12,0.011722
98.161,0.011688
98.201,0.011964
98.241,0.01231
98.281,0.012785
98.321,0.012923
98.361,0.012629
98.401,0.011638
98.441,0.01072
98.481,0.009598
98.521,0.008686
98.561,0.008307
98.601,0.008632
98.641,0.008675
98.681,0.008593
98.721,0.008286
98.761,0.0079
98.801,0.006961
98.841,0.006331
98.881,0.005639
98.921,0.004782
98.961,0.003717
99.001,0.002958
99.041,0.002101
99.081,0.001565
99.121,0.001414
99.161,0.0013
99.201,0.001356
99.241,0.001535
99.281,0.0018
99.321,0.001731
99.361,0.001442
99.401,0.000815
99.441,0.000484
99.481,0.000186
99.521,0.000126
99.561,0.000282
99.601,0.000548
99.641,0.000598
99.681,0.000597
99.721,0.000591
99.761,0.000652
99.801,0.000644
99.841,0.00055
99.881,0.000603
99.921,0.000714
99.961,0.000726
100.001,0.000864
100.041,0.001032
100.081,0.000969
100.121,0.000922
100.161,0.000835
100.201,0.000843
100.241,0.001022
100.281,0.001163
100.321,0.001051
100.361,0.0012
100.401,0.001285
100.441,0.001175
100.481,0.001569
100.521,0.002285
100.561,0.002737
100.601,0.003458
100.641,0.004282
100.681,0.004577
100.721,0.004902
100.761,0.005577
100.801,0.005961
100.841,0.006474
100.881,0.007179
100.921,0.007344
100.961,0.007603
101.001,0.00802
101.041,0.00802
101.081,0.007926
101.121,0.008169
101.161,0.007865
101.201,0.007495
101.241,0.007193
101.281,0.006785
101.321,0.006043
101.361,0.005611
101.401,0.004962
101.441,0.004064
101.481,0.003688
101.521,0.003417
101.561,0.0026
101.601,0.002055
101.641,0.001636
101.681,0.000995
101.721,0.000853
101.761,0.001036
101.801,0.000751
101.841,0.000675
101.881,0.00039
101.921,-0.000138
101.961,-0.000446
102.001,-0.000505
102.041,-0.0007
102.081,-0.001033
102.121,-0.001193
102.161,-0.001328
102.201,-0.001208
102.241,-0.001059
102.281,-0.000917
102.321,-0.001061
102.361,-0.001305
102.401,-0.001613
102.441,-0.001842
102.481,-0.001692
102.521,-0.001356
102.561,-0.000955
102.601,-0.000817
102.641,-0.000753
102.681,-0.000634
102.721,-0.00077
102.761,-0.000898
102.801,-0.000742
102.841,-0.000471
102.881,-0.000572
102.921,-0.000719
102.961,-0.001006
103.001,-0.001257
103.041,-0.00144
103.081,-0.00168
103.121,-0.001637
103.161,-0.001531
103.201,-0.001758
103.241,-0.00193
103.281,-0.002012
103.321,-0.001838
103.361,-0.001749
103.401,-0.001561
103.441,-0.001519
103.481,-0.001407
103.521,-0.001615
103.561,-0.001631
103.601,-0.001508
103.641,-0.001614
103.681,-0.001781
103.721,-0.001887
103.761,-0.001908
103.801,-0.001977
103.841,-0.001656
103.881,-0.001436
103.921,-0.001394
103.961,-0.001579
104.001,-0.001786
104.041,-0.001916
104.081,-0.001952
104.121,-0.001808
104.161,-0.001657
104.201,-0.001587
104.241,-0.001812
104.281,-0.001756
104.321,-0.001752
104.361,-0.001428
104.401,-0.000957
104.441,-0.000505
104.481,-0.000259
104.521,-4e-06
104.561,0.000102
